fecha_hora,temperatura_C,humedad_%,lluvia_V
08/09/2026 11:31,31.2,71,0
08/09/2026 11:31,31.2,71,0
08/09/2026 11:31,31.2,71,0
08/09/2026 11:31,31.2,71,0
08/09/2026 11:31,31.2,71,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:31,31.2,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:31,31.1,72,0
08/09/2026 11:32,31.1,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.1,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.2,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:32,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:33,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,72,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.3,71,0
08/09/2026 11:41,31.4,71,0
08/09/2026 11:41,31.4,71,0
08/09/2026 11:41,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:42,31.4,71,0
08/09/2026 11:43,31.4,71,0
08/09/2026 11:43,31.4,71,0
08/09/2026 11:43,31.4,71,0
08/09/2026 11:43,31.4,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.5,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.6,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.7,71,0
08/09/2026 11:43,31.8,71,0
08/09/2026 11:43,31.8,71,0
08/09/2026 11:44,31.8,71,0
09/09/2026 10:45,,,2.51
09/09/2026 10:45,,,2.52
09/09/2026 10:45,,,2.52
09/09/2026 10:45,,,2.53
09/09/2026 10:45,25.3,85,2.52
09/09/2026 10:45,25.3,81,2.51
09/09/2026 10:45,25.3,81,2.52
09/09/2026 10:45,25.3,81,2.45
09/09/2026 10:45,25.3,81,2.44
09/09/2026 10:45,25.3,81,2.48
09/09/2026 10:45,25.3,81,2.5
09/09/2026 10:45,25.3,82,2.5
09/09/2026 10:45,25.3,82,2.45
09/09/2026 10:45,25.3,81,2.36
09/09/2026 10:45,25.3,81,2.31
09/09/2026 10:45,25.3,81,2.32
09/09/2026 10:45,25.3,81,2
09/09/2026 10:45,25.3,81,2.09
09/09/2026 10:45,25.3,81,2.2
09/09/2026 10:45,25.3,81,2.25
09/09/2026 10:45,25.3,81,2.28
09/09/2026 10:45,25.3,81,2.29
09/09/2026 10:45,25.3,81,2.35
09/09/2026 10:45,25.3,81,2.27
09/09/2026 10:45,25.3,81,2.28
09/09/2026 10:45,25.3,82,2.31
09/09/2026 10:45,25.3,82,2.32
09/09/2026 10:45,25.3,82,2.33
09/09/2026 10:46,25.3,83,2.36
09/09/2026 10:46,25.3,84,2.37
09/09/2026 10:46,25.3,85,2.13
09/09/2026 10:46,25.3,85,2.21
09/09/2026 10:46,25.3,85,2.24
09/09/2026 10:46,25.3,86,2.14
09/09/2026 10:46,25.3,87,2.18
09/09/2026 10:46,25.3,88,2.21
09/09/2026 10:46,25.3,88,2.21
09/09/2026 10:46,25.3,88,2.23
09/09/2026 10:46,25.3,88,2.24
09/09/2026 10:46,25.3,87,2.25
09/09/2026 10:46,25.3,88,2.16
09/09/2026 10:46,25.3,88,2.18
09/09/2026 10:46,25.3,89,2.22
09/09/2026 10:46,25.3,89,2.14
09/09/2026 10:46,25.3,88,2.19
09/09/2026 10:46,25.3,89,2.24
09/09/2026 10:46,25.3,89,2.25
09/09/2026 10:46,25.3,89,2.24
09/09/2026 10:46,25.3,89,2.27
09/09/2026 10:46,25.3,89,2.21
09/09/2026 10:46,25.3,89,2.26
09/09/2026 10:46,25.3,89,2.27
09/09/2026 10:46,25.3,89,2.22
09/09/2026 10:46,25.3,89,2.2
09/09/2026 10:46,25.3,89,2.23
09/09/2026 10:46,25.3,89,2.3
09/09/2026 10:46,25.3,89,2.28
09/09/2026 10:46,25.3,89,2.25
09/09/2026 10:47,25.3,90,2.24
09/09/2026 10:47,25.3,90,2.24
09/09/2026 10:47,25.3,90,2.24
09/09/2026 10:47,25.3,91,2.27
09/09/2026 10:47,25.3,91,2.24
09/09/2026 10:47,25.3,92,2.23
09/09/2026 10:47,25.3,92,2.25
09/09/2026 10:47,25.3,92,2.29
09/09/2026 10:47,25.3,92,2.28
09/09/2026 10:47,25.3,92,2.3
09/09/2026 10:47,25.3,92,2.3
09/09/2026 10:47,25.3,92,2.24
09/09/2026 10:47,25.3,92,2.1
09/09/2026 10:47,25.3,92,2.16
09/09/2026 10:47,25.3,92,2.2
09/09/2026 10:47,25.3,92,2.22
09/09/2026 10:47,25.3,92,2.22
09/09/2026 10:47,25.3,92,2.25
09/09/2026 10:47,25.3,92,2.27
09/09/2026 10:47,25.3,92,2.26
09/09/2026 10:47,25.3,93,2.06
09/09/2026 10:47,25.3,93,2.05
09/09/2026 10:47,25.3,93,2.04
09/09/2026 10:47,25.3,93,1.96
09/09/2026 10:47,25.3,93,2.04
09/09/2026 10:47,25.3,93,2.07
09/09/2026 10:47,25.3,93,1.87
09/09/2026 10:47,25.3,93,1.98
09/09/2026 10:47,25.3,94,1.83
09/09/2026 10:48,25.3,84,1.9
09/09/2026 10:48,25.3,84,1.92
09/09/2026 10:48,25.3,85,1.77
09/09/2026 10:48,25.3,85,1.8
09/09/2026 10:48,25.3,86,1.67
09/09/2026 10:48,25.3,86,1.75
09/09/2026 10:48,22.6,89,1.71
09/09/2026 10:48,21.9,89,1.8
09/09/2026 10:48,21.7,89,1.87
09/09/2026 10:48,21.8,90,1.92
09/09/2026 10:48,21.9,89,1.98
09/09/2026 10:48,21.7,89,2.01
09/09/2026 10:48,21.6,87,1.87
09/09/2026 10:48,21.8,88,1.88
09/09/2026 10:48,21.8,89,1.94
09/09/2026 10:48,21.8,89,1.99
09/09/2026 10:48,21.3,89,1.88
09/09/2026 10:48,21.3,88,1.88
09/09/2026 10:48,21.4,88,1.72
09/09/2026 10:48,22.2,89,1.81
09/09/2026 10:48,22,89,1.88
09/09/2026 10:48,21.9,89,1.92
09/09/2026 10:48,21.8,90,1.95
09/09/2026 10:48,21.8,90,1.96
09/09/2026 10:48,21.8,90,1.78
09/09/2026 10:48,21.8,90,1.81
09/09/2026 10:48,22,90,1.88
09/09/2026 10:48,22.1,89,1.92
09/09/2026 10:48,22.2,88,1.9
09/09/2026 10:48,22.2,88,1.86
09/09/2026 10:49,22.4,90,1.78
09/09/2026 10:49,22.6,90,1.78
09/09/2026 10:49,22.6,90,1.85
09/09/2026 10:49,22.9,89,1.92
09/09/2026 10:49,23,90,1.89
09/09/2026 10:49,23,89,1.9
09/09/2026 10:49,23,89,1.91
09/09/2026 10:49,23.1,90,1.95
09/09/2026 10:49,23.1,90,1.91
09/09/2026 10:49,23.2,92,1.72
09/09/2026 10:49,23,88,1.75
09/09/2026 10:49,23,89,1.71
09/09/2026 10:49,23,86,1.73
09/09/2026 10:49,23,86,1.78
09/09/2026 10:49,23,85,1.82
09/09/2026 10:49,23,86,1.78
09/09/2026 10:49,23,85,1.75
09/09/2026 10:49,23,85,1.65
09/09/2026 10:49,23,85,1.72
09/09/2026 10:49,23,85,1.65
09/09/2026 10:49,23,85,1.76
09/09/2026 10:49,23,85,1.74
09/09/2026 10:49,23,86,1.8
09/09/2026 10:49,22.9,86,1.63
09/09/2026 10:49,23,86,1.65
09/09/2026 10:49,22.9,91,1.76
09/09/2026 10:49,23,89,1.7
09/09/2026 10:49,23.3,89,1.77
09/09/2026 10:49,23.4,90,1.83
09/09/2026 10:50,23.5,90,1.89
09/09/2026 10:50,23.7,90,1.92
09/09/2026 10:50,23.7,89,1.93
09/09/2026 10:50,23.8,89,1.97
09/09/2026 10:50,23.9,90,1.89
09/09/2026 10:50,23.9,89,1.86
09/09/2026 10:50,24.1,89,1.91
09/09/2026 10:50,24.2,90,1.93
09/09/2026 10:50,24.2,91,1.97
09/09/2026 10:50,24.2,91,1.97
09/09/2026 10:50,24.1,92,2.05
09/09/2026 10:50,24.2,93,1.93
09/09/2026 10:50,24.1,92,1.98
09/09/2026 10:50,24.1,92,1.89
09/09/2026 10:50,24.1,93,1.84
09/09/2026 10:50,24.1,90,1.96
09/09/2026 10:50,24.1,91,1.92
09/09/2026 10:50,24.1,91,1.85
09/09/2026 10:50,24.1,91,1.81
09/09/2026 10:50,24.1,91,1.89
09/09/2026 10:50,24.1,92,1.81
09/09/2026 10:50,24.1,93,1.87
09/09/2026 10:50,24.1,92,1.79
09/09/2026 10:50,24.1,92,1.72
09/09/2026 10:50,24.1,91,1.33
09/09/2026 10:50,24.1,92,1.44
09/09/2026 10:50,24.1,92,1.49
09/09/2026 10:50,24.1,92,1.44
09/09/2026 10:50,24,92,1.52
09/09/2026 10:50,24,92,1.61
09/09/2026 10:51,24,92,1.98
09/09/2026 10:51,24.1,92,2.12
09/09/2026 10:51,24,92,2.1
09/09/2026 10:51,24,92,1.99
09/09/2026 10:51,24.1,92,2.14
09/09/2026 10:51,24.1,92,2.34
09/09/2026 10:51,24.1,93,2.21
09/09/2026 10:51,24.1,93,2.31
09/09/2026 10:51,24,92,2.39
09/09/2026 10:51,24.1,93,2.51
09/09/2026 10:51,24.1,93,2.59
09/09/2026 10:51,24.1,92,2.65
09/09/2026 10:51,24.1,92,2.64
09/09/2026 10:51,24.1,90,2.67
09/09/2026 10:51,24,90,2.68
09/09/2026 10:51,24,90,2.72
09/09/2026 10:51,23.8,92,2.74
09/09/2026 10:51,23.8,92,2.77
09/09/2026 10:51,23.8,91,2.79
09/09/2026 10:51,23.8,92,2.8
09/09/2026 10:51,23.8,92,2.8
09/09/2026 10:51,23.8,92,2.79
09/09/2026 10:51,23.8,93,2.82
09/09/2026 10:51,23.8,93,2.79
09/09/2026 10:51,23.8,93,2.77
09/09/2026 10:51,23.9,93,2.78
09/09/2026 10:51,23.9,93,2.79
09/09/2026 10:51,24,93,2.79
09/09/2026 10:51,24.1,93,2.81
09/09/2026 10:51,24.1,90,2.81
09/09/2026 10:52,24.1,90,2.76
09/09/2026 10:52,24.1,90,2.77
09/09/2026 10:52,24.1,90,2.8
09/09/2026 10:52,24.1,90,2.74
09/09/2026 10:52,24.1,91,2.76
09/09/2026 10:52,24.1,91,2.75
09/09/2026 10:52,24.1,92,2.75
09/09/2026 10:52,24.1,92,2.76
09/09/2026 10:52,24.1,93,2.78
09/09/2026 10:52,24.1,93,2.78
09/09/2026 10:52,24.1,92,2.79
09/09/2026 10:52,24.1,90,2.75
09/09/2026 10:52,24.1,91,2.72
09/09/2026 10:52,24.2,91,2.74
09/09/2026 10:52,24.1,90,2.41
09/09/2026 10:52,24.1,90,2.59
09/09/2026 10:52,24.1,90,2.43
09/09/2026 10:52,24.3,90,2.53
09/09/2026 10:52,24.5,90,2.58
09/09/2026 10:52,24.5,90,2.62
09/09/2026 10:52,24.4,89,2.65
09/09/2026 10:52,24.3,90,2.66
09/09/2026 10:52,24.1,90,2.67
09/09/2026 10:52,24.1,91,2.6
09/09/2026 10:52,24.1,92,2.64
09/09/2026 10:52,24.1,92,2.67
09/09/2026 10:52,24.1,92,2.69
09/09/2026 10:52,24.1,92,2.73
09/09/2026 10:52,24.1,93,2.7
09/09/2026 10:53,24.3,92,2.68
09/09/2026 10:53,24.4,91,2.61
09/09/2026 10:53,24.5,91,2.55
09/09/2026 10:53,24.5,90,2.58
09/09/2026 10:53,24.5,91,2.62
09/09/2026 10:53,24.5,90,2.66
09/09/2026 10:53,24.5,90,2.68
09/09/2026 10:53,24.5,90,2.7
09/09/2026 10:53,24.5,91,2.69
09/09/2026 10:53,24.5,90,2.68
09/09/2026 10:53,24.5,89,2.58
09/09/2026 10:53,24.5,89,2.62
09/09/2026 10:53,24.5,89,2.66
09/09/2026 10:53,24.5,90,2.7
09/09/2026 10:53,24.5,90,2.72
09/09/2026 10:53,24.5,89,2.72
09/09/2026 10:53,24.5,90,2.74
09/09/2026 10:53,24.5,90,2.73
09/09/2026 10:53,24.5,90,2.72
09/09/2026 10:53,24.5,90,2.73
09/09/2026 10:53,24.5,90,2.73
09/09/2026 10:53,24.5,91,2.73
09/09/2026 10:53,24.5,91,2.7
09/09/2026 10:53,24.5,91,2.72
09/09/2026 10:53,24.5,91,2.72
09/09/2026 10:53,24.5,92,2.73
09/09/2026 10:53,24.5,92,2.74
09/09/2026 10:53,24.5,92,2.73
09/09/2026 10:53,24.5,92,2.73
09/09/2026 10:53,24.5,92,2.7
09/09/2026 10:54,24.5,93,2.72
09/09/2026 10:54,24.5,93,2.73
09/09/2026 10:54,24.5,93,2.74
09/09/2026 10:54,24.5,93,2.74
09/09/2026 10:54,24.5,93,2.75
09/09/2026 10:54,24.5,93,2.74
09/09/2026 10:54,24.5,93,2.74
09/09/2026 10:54,24.5,92,2.73
09/09/2026 10:54,24.8,93,2.73
09/09/2026 10:54,24.8,93,2.73
09/09/2026 10:54,24.8,93,2.72
09/09/2026 10:54,24.8,93,2.74
09/09/2026 10:54,24.8,92,2.73
09/09/2026 10:54,24.8,92,2.72
09/09/2026 10:54,24.8,93,2.73
09/09/2026 10:54,24.8,93,2.73
09/09/2026 10:54,24.8,93,2.73
09/09/2026 10:54,24.8,92,2.72
09/09/2026 10:54,24.8,91,2.74
09/09/2026 10:54,24.8,90,2.73
09/09/2026 10:54,24.8,91,2.74
09/09/2026 10:54,24.8,90,2.73
09/09/2026 10:54,24.8,90,2.73
09/09/2026 10:54,24.8,91,2.72
09/09/2026 10:54,24.8,92,2.72
09/09/2026 10:54,24.8,92,2.73
09/09/2026 10:54,24.8,92,2.73
09/09/2026 10:54,24.8,92,2.71
09/09/2026 10:54,24.8,92,2.71
09/09/2026 10:55,24.8,92,2.72
09/09/2026 10:55,24.8,92,2.7
09/09/2026 10:55,24.8,92,2.7
09/09/2026 10:55,24.8,93,2.7
09/09/2026 10:55,24.5,92,2.69
09/09/2026 10:55,24.5,92,2.69
09/09/2026 10:55,24.5,92,2.69
09/09/2026 10:55,24.5,92,2.68
09/09/2026 10:55,24.5,90,2.67
09/09/2026 10:55,24.5,89,2.68
09/09/2026 10:55,24.5,90,2.67
09/09/2026 10:55,24.5,90,2.69
09/09/2026 10:55,24.5,91,2.69
09/09/2026 10:55,24.5,90,2.68
09/09/2026 10:55,24.5,90,2.67
09/09/2026 10:55,24.5,90,2.65
09/09/2026 10:55,24.5,91,2.66
09/09/2026 10:55,24.5,92,2.65
09/09/2026 10:55,24.5,92,2.66
09/09/2026 10:55,24.5,92,2.68
09/09/2026 10:55,24.5,92,2.68
09/09/2026 10:55,24.5,92,2.66
09/09/2026 10:55,24.5,92,2.66
09/09/2026 10:55,24.5,92,2.65
09/09/2026 10:55,24.5,93,2.66
09/09/2026 10:55,24.6,93,2.67
09/09/2026 10:55,24.8,91,2.67
09/09/2026 10:55,24.8,91,2.66
09/09/2026 10:55,24.7,91,2.67
09/09/2026 10:55,24.7,92,2.67
09/09/2026 10:56,24.7,92,2.66
09/09/2026 10:56,24.6,92,2.65
10/09/2026 08:30,27,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:30,27.2,80,0
10/09/2026 08:31,27.2,80,0
10/09/2026 08:31,27.2,81,0
10/09/2026 08:31,27.2,81,0
10/09/2026 08:31,27.3,81,0
10/09/2026 08:31,27.3,81,0
10/09/2026 08:31,27.3,80,0
10/09/2026 08:31,27.3,80,0
10/09/2026 08:31,27.3,81,0
10/09/2026 08:31,27.3,81,0
10/09/2026 08:31,27.4,81,0
10/09/2026 08:31,27.4,81,0
10/09/2026 08:31,27.4,81,0
10/09/2026 08:31,27.4,80,0
10/09/2026 08:31,27.5,81,0
10/09/2026 08:31,27.5,81,0
10/09/2026 08:31,27.5,81,0
10/09/2026 08:31,27.6,80,0
10/09/2026 08:31,27.6,80,0
10/09/2026 08:31,27.6,80,0
10/09/2026 08:31,27.6,80,0
10/09/2026 08:31,27.6,80,0
10/09/2026 08:31,27.6,81,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:31,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.7,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:32,27.8,80,0
10/09/2026 08:33,27.8,80,0
10/09/2026 08:33,27.8,80,0
10/09/2026 08:33,27.8,80,0
10/09/2026 08:33,27.8,80,0
10/09/2026 08:33,27.8,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,27.9,80,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:33,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
10/09/2026 08:34,28,79,0
